Machine learning,"Each time each type of sort button is clicked, changes from Ascending to Descending",,your search,Button to Reset to original ordering,Order by your notes,"Authors, year, editor", Button - use to order by YEAR,First author,Title,text, Link 1, Link 2,," dois, after using crossref button"
,,,Natural language processing,168,,"X Chen, H Xie, FL Wang, Z Liu… - BMC medical …, 2018 - bmcmedinformdecismak …",2018,"Chen,",A bibliometric analysis of natural language processing in medical research,"Natural language processing (NLP) has become an increasingly significant role in 
advancing medicine. Rich research achievements of NLP methods and applications for 
medical information processing are available. It is of great significance to conduct a deep …",https://bmcmedinformdecismak.biomedcentral.com/articles/10.1186/s12911-018-0594-x,https://bmcmedinformdecismak.biomedcentral.com/articles/10.1186/s12911-018-0594-x,,
,,,Natural language processing,169,,"Y Cui, W Che, T Liu, B Qin, S Wang, G Hu - arXiv preprint arXiv …, 2020 - arxiv.org",2020,"Cui,",Revisiting pre-trained models for chinese natural language processing,"Bidirectional Encoder Representations from Transformers (BERT) has shown marvelous 
improvements across various NLP tasks, and various variants have been proposed to further 
improve the performance of the pre-trained models. In this paper, we target on revisiting …",https://arxiv.org/pdf/2004.13922,https://arxiv.org/abs/2004.13922,,
,,,Natural language processing,170,,"N Nagata - CALICO journal, 2002 - JSTOR",2002,Nagata,BANZAI: An application of natural language processing to web-based language learning,"This paper presents BANZAI, a new intelligent language tutor program developed by the 
author over the past two years. The BANZAI application is programmed in Java and runs in a 
web browser over the Internet. It is designed to develop learners' grammatical and sentence …",https://journals.equinoxpub.com/CALICO/article/viewFile/23291/19296,https://www.jstor.org/stable/24149466,,
,,,Natural language processing,171,,"HJ Murff, F FitzHenry, ME Matheny, N Gentry, KL Kotter… - Jama, 2011 - jamanetwork.com",2011,"Murff,",Automated identification of postoperative complications within an electronic medical record using natural language processing,"Context Currently most automated methods to identify patient safety occurrences rely on 
administrative data codes; however, free-text searches of electronic medical records could 
represent an additional surveillance approach. Objective To evaluate a natural language  …",https://jamanetwork.com/journals/jama/articlepdf/1108490/joc15101_848_855.pdf,https://jamanetwork.com/journals/jama/article-abstract/1108490,,
,,,Natural language processing,172,,BN Larson - 2017 - scholarship.law.tamu.edu,2017,Larson,Gender as a variable in natural-language processing: Ethical considerations,"Researchers and practitioners in naturallanguage processing (NLP) and related fields 
should attend to ethical principles in study design, ascription of categories/variables to study 
participants, and reporting of findings or results. This paper discusses theoretical and ethical …",http://scholarship.law.tamu.edu/cgi/viewcontent.cgi?article=1831&context=facscholar,http://scholarship.law.tamu.edu/cgi/viewcontent.cgi?article=1831&context=facscholar,,
,,,Natural language processing,173,,"T Briscoe - Natural language and speech, 1991 - Springer",1991,Briscoe,Lexical issues in natural language processing,"In this paper, I will briefly describe the role of the lexicon in natural language processing 
(NLP) applications and will go on to discuss a number of issues in lexical research and in 
the design and construction of lexicons for practical NLP applications. I will survey relevant …",https://www.researchgate.net/profile/Ted_Briscoe/publication/2742323_Lexical_Issues_in_Natural_Language_Processing/links/0912f51370d5655ed8000000.pdf,https://link.springer.com/chapter/10.1007/978-3-642-77189-7_4,,
,,,Natural language processing,174,,"Z Zeng, H Shi, Y Wu, Z Hong - Computational and mathematical …, 2015 - hindawi.com",2015,"Zeng,",Survey of natural language processing techniques in bioinformatics,"Informatics methods, such as text mining and natural language processing, are always 
involved in bioinformatics research. In this study, we discuss text mining and natural 
language processing methods in bioinformatics from two perspectives. First, we aim to …",https://www.hindawi.com/journals/cmmm/2015/674296/abs/,https://www.hindawi.com/journals/cmmm/2015/674296/abs/,,
,,,Natural language processing,175,,"M Mohri - Natural Language Engineering, 1996 - Citeseer",1996,Mohri,On some applications of finite-state automata theory to natural language processing,"We describe new applications of the theory of automata to natural language processing: the 
representation of very large scale dictionaries and the indexation of natural language texts. 
They are based on new algorithms that we introduce and describe in detail. In particular, we …",http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.36.5122&rep=rep1&type=pdf,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.36.5122&rep=rep1&type=pdf,,
,,,Natural language processing,176,,"J Barnett, K Knight, I Mani, E Rich - Communications of the ACM, 1990 - dl.acm.org",1990,"Barnett,",Knowledge and natural language processing,"KBNL is a knowledge-based natural language processing system that is novel in several 
ways, including the clean separation it enforces between linguistic knowledge and world 
knowledge, and its use of knowledge to aid in lexical acquisition. Applications of KBNL …",https://www.academia.edu/download/45917653/p50-barnett.pdf,https://dl.acm.org/doi/abs/10.1145/79173.79177,,
,,,Natural language processing,177,,"F Dalpiaz, A Ferrari, X Franch, C Palomares - IEEE software, 2018 - ieeexplore.ieee.org",2018,"Dalpiaz,",Natural language processing for requirements engineering: The best is yet to come,"As part of the growing interest in natural language processing for requirements engineering 
(RE), RE researchers, computational linguists, and industry practitioners met at the First 
Workshop on Natural Language Processing for Requirements Engineering (NLP4RE 18) …",https://upcommons.upc.edu/bitstream/handle/2117/124301/ieee%20column%20for%20NLP4RE.pdf,https://ieeexplore.ieee.org/abstract/document/8474507/,,
,,,Natural language processing,178,,"R Agerri, X Artola, Z Beloki, G Rigau, A Soroa - Knowledge-Based Systems, 2015 - Elsevier",2015,"Agerri,",Big data for Natural Language Processing: A streaming approach,"Requirements in computational power have grown dramatically in recent years. This is also 
the case in many language processing tasks, due to the overwhelming and ever increasing 
amount of textual information that must be processed in a reasonable time frame. This …",https://fardapaper.ir/mohavaha/uploads/2019/04/Fardapaper-Big-data-for-Natural-Language-Processing-A-streaming-approach.pdf,https://www.sciencedirect.com/science/article/pii/S0950705114003992,,
,,,Natural language processing,179,,"ED Liddy - Bulletin of the American Society for Information Science …, 1998 - marilia.unesp.br",1998,Liddy,Enhanced text retrieval using natural language processing,"HEM-4 iUfl: by phone at 3 f 51443 4456: or by r-tnuif at l iddy it'll rtrrtillmr. arr. edit t makes 
common sense for linguistic process ing to be used in the task of text retrieval, given that 
users' queries are linguistic expressions, and the relevant documents that the system is …","https://www.marilia.unesp.br/Home/Instituicao/Docentes/EdbertoFerneda/MRI%2006%20-%20Liddy,%20ED%20-%201998.pdf","https://www.marilia.unesp.br/Home/Instituicao/Docentes/EdbertoFerneda/MRI%2006%20-%20Liddy,%20ED%20-%201998.pdf",,
,,,Natural language processing,180,,"A Conneau, H Schwenk, L Barrault… - arXiv preprint arXiv …, 2016 - researchgate.net",2016,"Conneau,",Very deep convolutional networks for natural language processing,"The dominant approach for many NLP tasks are recurrent neural networks, in particular 
LSTMs, and convolutional neural networks. However, these architectures are rather shallow 
in comparison to the deep convolutional networks which are very successful in computer …",https://www.researchgate.net/profile/Loic_Barrault/publication/303822179_Very_Deep_Convolutional_Networks_for_Natural_Language_Processing/links/5772506308aeeec38953dd26/Very-Deep-Convolutional-Networks-for-Natural-Language-Processing.pdf,https://www.researchgate.net/profile/Loic_Barrault/publication/303822179_Very_Deep_Convolutional_Networks_for_Natural_Language_Processing/links/5772506308aeeec38953dd26/Very-Deep-Convolutional-Networks-for-Natural-Language-Processing.pdf,,
,,,Natural language processing,181,,"KS Kalyan, S Sangeetha - Journal of biomedical informatics, 2020 - Elsevier",2020,"Kalyan,",Secnlp: A survey of embeddings in clinical natural language processing,"Distributed vector representations or embeddings map variable length text to dense fixed 
length vectors as well as capture prior knowledge which can transferred to downstream 
tasks. Even though embeddings have become de facto standard for text representation in …",https://www.sciencedirect.com/science/article/pii/S1532046419302436,https://www.sciencedirect.com/science/article/pii/S1532046419302436,,
,,,Natural language processing,182,,"N Aletras, D Tsarapatsanis, D Preoţiuc-Pietro… - PeerJ Computer …, 2016 - peerj.com",2016,"Aletras,",Predicting judicial decisions of the European Court of Human Rights: A natural language processing perspective,"Abstract Recent advances in Natural Language Processing and Machine Learning provide 
us with the tools to build predictive models that can be used to unveil patterns driving judicial 
decisions. This can be useful, for both lawyers and judges, as an assisting tool to rapidly …",https://peerj.com/articles/cs-93/?mod=article_inline,https://peerj.com/articles/cs-93/?mod=article_inline,,
